,power.jaap_rodenburg_2.prod.obs.kw.geco.h
2024-01-15 20:00:00+00:00,0.37417763157894735
2024-01-15 21:00:00+00:00,0.2975328947368421
2024-01-15 22:00:00+00:00,0.2511513157894737
2024-01-15 23:00:00+00:00,0.14884868421052633
2024-01-16 00:00:00+00:00,0.3401315789473684
2024-01-16 01:00:00+00:00,0.30082236842105264
2024-01-16 02:00:00+00:00,0.18338815789473684
2024-01-16 03:00:00+00:00,0.2049342105263158
2024-01-16 04:00:00+00:00,0.0856907894736842
2024-01-16 05:00:00+00:00,0.0
2024-01-16 06:00:00+00:00,0.0
2024-01-16 07:00:00+00:00,0.0
2024-01-16 08:00:00+00:00,0.0
2024-01-16 09:00:00+00:00,0.0
2024-01-16 10:00:00+00:00,0.0
2024-01-16 11:00:00+00:00,0.0
2024-01-16 12:00:00+00:00,0.0
2024-01-16 13:00:00+00:00,0.1294407894736842
2024-01-16 14:00:00+00:00,0.1225328947368421
2024-01-16 15:00:00+00:00,0.12664473684210525
2024-01-16 16:00:00+00:00,0.37911184210526316
2024-01-16 17:00:00+00:00,0.6355263157894737
2024-01-16 18:00:00+00:00,0.8638157894736842
2024-01-16 19:00:00+00:00,0.9467105263157894
2024-01-16 20:00:00+00:00,0.9751644736842106
2024-01-16 21:00:00+00:00,0.9648026315789474
2024-01-16 22:00:00+00:00,0.8493421052631579
2024-01-16 23:00:00+00:00,0.8075657894736842
2024-01-17 00:00:00+00:00,0.884046052631579
2024-01-17 01:00:00+00:00,0.8452302631578947
2024-01-17 02:00:00+00:00,0.7888157894736842
2024-01-17 03:00:00+00:00,0.7549342105263158
2024-01-17 04:00:00+00:00,0.29851973684210525
2024-01-17 05:00:00+00:00,0.19671052631578947
2024-01-17 06:00:00+00:00,0.15756578947368421
2024-01-17 07:00:00+00:00,0.16447368421052633
2024-01-17 08:00:00+00:00,0.13388157894736843
2024-01-17 09:00:00+00:00,0.10032894736842106
2024-01-17 10:00:00+00:00,0.047203947368421054
2024-01-17 11:00:00+00:00,0.003618421052631579
2024-01-17 12:00:00+00:00,0.00625
2024-01-17 13:00:00+00:00,0.0
2024-01-17 14:00:00+00:00,0.0
2024-01-17 15:00:00+00:00,0.0
2024-01-17 16:00:00+00:00,0.0
2024-01-17 17:00:00+00:00,0.0
2024-01-17 18:00:00+00:00,0.006907894736842105
2024-01-17 19:00:00+00:00,0.03881578947368421
2024-01-17 20:00:00+00:00,0.1417763157894737
2024-01-17 21:00:00+00:00,0.1856907894736842
2024-01-17 22:00:00+00:00,0.17483552631578947
2024-01-17 23:00:00+00:00,0.165625
2024-01-18 00:00:00+00:00,0.065625
2024-01-18 01:00:00+00:00,0.08108552631578947
